date, pm25, pm10, o3, no2, so2, co
2015/5/14, 63, 40, 62, 15, 1, 3
2015/5/15, 69, 68, 109, 20, 9, 6
2015/5/16, 131, 108, 93, 21, 10, 10
2015/5/17, 184, 77, 43, 20, 6, 5
2015/5/18, 110, 48, 36, 10, 1, 2
2015/5/19, 36, 36, 55, 13, 1, 2
2015/5/20, 52, 60, 73, 19, 3, 4
2015/5/21, 107, 60, 110, 20, 5, 7
2015/5/22, 125, 84, 123, 26, 7, 8
2015/5/23, 167, 94, 124, 29, 6, 11
2015/5/24, 180, 97, 147, 22, 12, 9
2015/5/25, 170, 90, 129, 15, 11, 8
2015/5/26, 163, 90, 117, 14, 5, 7
2015/5/27, 158, 93, 110, 15, 13, 10
2015/5/28, 179, 64, 76, 24, 3, 9
2015/5/29, 139, 61, 109, 18, 3, 7
2015/5/30, 140, 70, 117, 21, 8, 8
2015/5/31, 139, 103, 112, 23, 7, 9
2015/6/1, 160, 54, 39, 17, 5, 6
2015/6/2, 77, 70, 64, 17, 3, 4
2015/6/3, 87, 69, 30, 25, 3, 27
2015/6/4, 142, 63, 82, 22, 2, 39
2015/6/5, 127, 41, 68, 17, 1, 29
2015/6/6, 79, 26, 35, 14, 1, 30
2015/6/7, 55, 38, 56, 15, 1, 4
2015/6/8, 62, 76, 105, 29, 12, 12
2015/6/9, 136, 65, 47, 16, 2, 11
2015/6/10, 160, 22, 38, 11, 1, 7
2015/6/11, 74, 20, 37, 14, 1, 4
2015/6/12, 30, 26, 59, 12, 1, 4
2015/6/13, 45, 29, 80, 16, 1, 5
2015/6/14, 64, 80, 124, 20, 8, 13
2015/6/15, 166, 97, 119, 28, 6, 10
2015/6/16, 177, 45, 71, 21, 1, 7
2015/6/17, 126, 24, 38, 15, , 5
2015/6/18, 69, 34, 31, 14, 1, 5
2015/6/19, 63, 33, 90, 14, 1, 6
2015/6/20, 76, 54, 106, 19, 2, 6
2015/6/21, 115, 75, 119, 18, 8, 10
2015/6/22, 167, 93, 122, 20, 8, 16
2015/6/23, 246, 81, 51, 18, 5, 10
2015/6/24, 176, 82, 57, 28, 3, 10
2015/6/25, 181, 97, 99, 14, 1, 9
2015/6/26, 187, 76, 98, 18, 3, 8
2015/6/27, 154, 111, 114, 18, 5, 11
2015/6/28, 203, 91, 25, 26, 3, 11
2015/6/29, 181, 21, 43, 14, , 4
2015/6/30, 50, 38, 31, 19, 1, 4
2015/1/1, 129, 62, 15, 30, 13, 12
2015/1/2, 120, 128, 8, 50, 31, 34
2015/1/3, 224, 133, 7, 54, 26, 34
2015/1/4, 233, 90, 30, 30, 26, 22
2015/1/5, 136, 42, 26, 19, 13, 5
2015/1/6, 84, 74, 16, 30, 17, 15
2015/1/7, 143, 104, 6, 46, 15, 28
2015/1/8, 207, 64, 23, 35, 15, 16
2015/1/9, 140, 137, 12, 59, 32, 34
2015/1/10, 301, 44, 24, 21, 7, 7
2015/1/11, 85, 88, 20, 30, 19, 15
2015/1/12, 173, 104, 6, 41, 19, 25
2015/1/13, 214, , 3, 46, 22, 27
2015/1/14, 279, , 4, 53, 8, 43
2015/1/15, 375, 153, 29, 19, 5, 16
2015/1/16, 139, 62, 21, 25, 15, 10
2015/1/17, 119, 78, 31, 28, 17, 18
2015/1/18, 132, 53, 27, 25, 13, 13
2015/1/19, 104, 69, 8, 34, 18, 18
2015/1/20, 162, 20, 26, 18, 8, 5
2015/1/21, 62, 89, 12, 36, 17, 19
2015/1/22, 183, 143, 6, 61, 23, 33
2015/1/23, 269, 69, 21, 26, 11, 13
2015/1/24, 149, 111, 14, 25, 7, 12
2015/1/25, 191, 22, 26, 18, 4, 15
2015/1/26, 140, 22, 26, 15, 7, 5
2015/1/27, 55, 36, 21, 21, 9, 8
2015/1/28, 92, 44, 28, 19, 10, 9
2015/1/29, 123, 19, 29, 13, 6, 4
2015/1/30, 47, 29, 22, 20, 8, 6
2015/1/31, 80, 65, 11, 33, 16, 15
2015/2/1, 154, 87, 9, 40, 26, 22
2015/2/2, 210, 35, 33, 24, 9, 14
2015/2/3, 159, 29, 32, 10, 6, 3
2015/2/4, 42, 31, 32, 20, 9, 7
2015/2/5, 79, 74, 17, 36, 13, 17
2015/2/6, 160, 23, 34, 12, 5, 4
2015/2/7, 45, 29, 29, 15, 9, 6
2015/2/8, 69, 103, 12, 37, 25, 18
2015/2/9, 195, 113, 24, 46, 20, 22
2015/2/10, 204, 40, 34, 23, 12, 10
2015/2/11, 99, 32, 35, 18, 7, 5
2015/2/12, 84, 79, 28, 34, 11, 18
2015/2/13, 196, 161, 25, 52, 23, 29
2015/2/14, 309, 186, 5, 54, 33, 42
2015/2/15, 342, 59, 31, 23, 9, 16
2015/2/16, 157, 34, 24, 14, 4, 5
2015/2/17, 66, 68, 38, 13, 6, 7
2015/2/18, 102, 162, 33, 17, 25, 12
2015/2/19, 254, , 18, 16, 2, 13
2015/2/20, 195, 254, 31, 12, 3, 15
2015/2/21, 219, 198, 31, 10, 1, 3
2015/2/22, 107, 78, 32, 15, 7, 6
2015/2/23, 120, 128, 24, 25, 12, 19
2015/2/24, 212, 61, 37, 15, 5, 9
2015/2/25, 111, 21, 36, 10, 3, 3
2015/2/26, 52, 32, 26, 12, 6, 6
2015/2/27, 75, 90, 9, 16, 3, 10
2015/2/28, 194, 62, 39, 16, 4, 7
2015/3/1, 107, 61, 35, 23, 6, 16
2015/3/2, 127, 39, 36, 6, 1, 2
2015/3/3, 36, 37, 37, 15, 4, 6
2015/3/4, 74, 90, 35, 24, 21, 14
2015/3/5, 190, 126, 33, 32, 23, 18
2015/3/6, 244, 134, 43, 36, 15, 21
2015/3/7, 279, 38, 35, 25, 10, 14
2015/3/8, 164, 21, 36, 7, 2, 2
2015/3/9, 34, 38, 39, 17, 7, 6
2015/3/10, 90, 55, 33, 25, 5, 9
2015/3/11, 112, 65, 27, 29, 10, 11
2015/3/12, 157, 44, 36, 25, 8, 10
2015/3/13, 126, 75, 17, 35, 18, 15
2015/3/14, 171, 116, 48, 33, 13, 16
2015/3/15, 178, 163, 18, 38, 16, 18
2015/3/16, 272, 127, 52, 28, 10, 17
2015/3/17, 275, 64, 42, 17, 5, 5
2015/3/18, 111, 116, 34, 33, 4, 10
2015/3/19, 169, 116, 48, 20, 2, 5
2015/3/20, 106, 70, 39, 13, 1, 3
2015/3/21, 59, 76, 41, 8, 2, 3
2015/3/22, 64, 56, 44, 17, 2, 6
2015/3/23, 103, 81, 44, 29, 16, 16
2015/3/24, 162, 99, 54, 33, 22, 17
2015/3/25, 184, 89, 75, 20, 11, 7
2015/3/26, 170, 90, 71, 19, 15, 6
2015/3/27, 175, 217, 40, 15, 4, 4
2015/3/28, 129, 198, 56, 30, 10, 10
2015/3/29, 152, 176, 75, 27, 14, 11
2015/3/30, 200, 96, 34, 25, 5, 19
2015/3/31, 193, 48, 35, 18, 2, 5
2014/10/1, 160, 60, 14, 22, 2, 9
2014/10/2, 154, 75, 1, 24, 4, 16
2014/10/3, 178, 68, 16, 25, 1, 9
2014/10/4, 165, 37, 27, 18, 1, 7
2014/10/5, 97, 38, 31, 23, 1, 4
2014/10/6, 81, 94, 33, 39, 6, 10
2014/10/7, 189, 155, 12, 52, 5, 22
2014/10/8, 300, 198, 19, 45, 4, 22
2014/10/9, 343, 159, 62, 40, 15, 20
2014/10/10, 311, 97, 29, 33, 4, 14
2014/10/11, 218, 8, 21, 17, 3, 3
2014/10/12, 34, 30, 21, 16, 2, 2
2014/10/13, 40, 62, 27, 26, 3, 7
2014/10/14, 112, 79, 27, 25, 3, 5
2014/10/15, 108, 61, 37, 22, 5, 5
2014/10/16, 85, 100, 29, 45, 6, 10
2014/10/17, 167, 135, 53, 52, 13, 22
2014/10/18, 216, 167, 33, 48, 8, 21
2014/10/19, 282, 134, 17, 36, 3, 13
2014/10/20, 237, 61, 16, 23, 9, 11
2014/10/21, 103, 87, 4, 33, 6, 10
2014/10/22, 152, 112, 4, 40, 9, 15
2014/10/23, 183, 150, 23, 40, 7, 21
2014/10/24, 255, 191, 26, 39, 5, 24
2014/10/25, 329, 74, 25, 25, 2, 11
2014/10/26, 116, 51, 20, 24, 11, 6
2014/10/27, 74, 65, 21, 24, 5, 7
2014/10/28, 126, 94, 15, 37, 5, 11
2014/10/29, 172, 116, 4, 49, 9, 15
2014/10/30, 201, 109, 9, 38, 5, 19
2014/10/31, 208, 41, 20, 20, 3, 9
2014/11/1, 118, 26, 25, 12, 2, 3
2014/11/2, 34, 46, 25, 21, 2, 8
2014/11/3, 85, 90, 15, 33, 10, 12
2014/11/4, 172, 57, 23, 21, 2, 12
2014/11/5, 108, 21, 26, 12, 2, 4
2014/11/6, 36, 54, 14, 20, 8, 11
2014/11/7, 113, 62, 21, 22, 9, 12
2014/11/8, 148, 54, 24, 22, 4, 9
2014/11/9, 130, 66, 14, 29, 5, 11
2014/11/10, 147, 62, 22, 15, 1, 7
2014/11/11, 78, 39, 27, 5, 2, 2
2014/11/12, 24, 42, 25, 20, 3, 7
2014/11/13, 76, 47, 14, 27, 5, 10
2014/11/14, 94, 107, 3, 45, 13, 21
2014/11/15, 184, 74, 22, 23, 4, 15
2014/11/16, 125, 39, 21, 24, 5, 6
2014/11/17, 69, 91, 8, 33, 7, 17
2014/11/18, 140, 187, 3, 53, 14, 32
2014/11/19, 286, 213, 3, 58, 7, 35
2014/11/20, 333, 202, 5, 53, 8, 31
2014/11/21, 285, 41, 19, 25, 4, 6
2014/11/22, 78, 93, 2, 37, 6, 20
2014/11/23, 175, 68, 14, 29, 3, 15
2014/11/24, 134, 110, 9, 37, 7, 19
2014/11/25, 203, 166, 3, 48, 11, 31
2014/11/26, 281, 67, 14, 26, 4, 11
2014/11/27, 110, 86, 13, 30, 7, 13
2014/11/28, 150, 203, 2, 39, 5, 34
2014/11/29, 285, 179, 24, 20, 4, 14
2014/11/30, 130, 71, 21, 8, 2, 3
2014/12/1, 41, 49, 13, 22, 9, 8
2014/12/2, 88, 55, 20, 16, 5, 6
2014/12/3, 63, 28, 22, 10, 3, 3
2014/12/4, 28, 38, 18, 23, 8, 7
2014/12/5, 72, 64, 8, 33, 11, 13
2014/12/6, 122, 49, 16, 23, 11, 11
2014/12/7, 98, 52, 13, 27, 12, 10
2014/12/8, 106, 191, 4, 54, 24, 48
2014/12/9, 289, 135, 23, 29, 10, 30
2014/12/10, 175, 41, 22, 17, 7, 4
2014/12/11, 60, 40, 21, 11, 3, 3
2014/12/12, 35, 58, 18, 21, 11, 9
2014/12/13, 93, 83, 7, 38, 16, 18
2014/12/14, 151, 89, 21, 24, 13, 15
2014/12/15, 104, 36, 20, 7, 4, 2
2014/12/16, 29, 82, 12, 34, 17, 16
2014/12/17, 146, 116, 5, 40, 42, 36
2014/12/18, 193, 59, 25, 18, 5, 12
2014/12/19, 76, 27, 23, 12, 4, 3
2014/12/20, 33, 34, 23, 15, 6, 6
2014/12/21, 61, 93, 10, 40, 19, 26
2014/12/22, 171, 91, 8, 43, 14, 25
2014/12/23, 161, 35, 26, 17, 9, 4
2014/12/24, 48, 36, 24, 28, 9, 8
2014/12/25, 75, 112, 5, 49, 22, 31
2014/12/26, 203, 143, 5, 63, 27, 38
2014/12/27, 248, 153, 19, 49, 19, 31
2014/12/28, 251, , , , , 
2014/7/1, 184, 78, 53, 13, 1, 8
2014/7/2, 139, 126, 74, 15, 3, 11
2014/7/3, 251, 138, 103, 19, 1, 13
2014/7/4, 260, 43, 94, 14, 1, 9
2014/7/5, 182, 135, 106, 13, 5, 13
2014/7/6, 256, 136, 105, 17, 5, 10
2014/7/7, 224, 87, 43, 22, 4, 8
2014/7/8, 166, 67, 54, 23, 1, 5
2014/7/9, 80, 67, 88, 18, 3, 4
2014/7/10, 84, 70, 60, 18, 2, 4
2014/7/11, 92, 30, 62, 14, 1, 2
2014/7/12, 47, 54, 50, 18, 1, 4
2014/7/13, 63, 54, 109, 15, 2, 6
2014/7/14, 90, 89, 99, 10, 3, 4
2014/7/15, 120, 84, 77, 25, 2, 8
2014/7/16, 182, 110, 55, 20, 2, 19
2014/7/17, 203, 94, 102, 17, 4, 14
2014/7/18, 192, 67, 84, 11, 2, 6
2014/7/19, 153, 67, 100, 8, 3, 6
2014/7/20, 148, 40, 37, 15, 2, 4
2014/7/21, 89, 35, 13, 20, 2, 5
2014/7/22, 52, 59, 31, 25, 1, 7
2014/7/23, 79, 77, 46, 33, 3, 9
2014/7/24, 149, 61, 104, 18, 4, 13
2014/7/25, 151, 88, 125, 14, 6, 11
2014/7/26, 178, 93, 125, 14, 10, 8
2014/7/27, 177, 87, 104, 12, 5, 8
2014/7/28, 180, 96, 99, 10, 2, 7
2014/7/29, 190, 92, 55, 15, 1, 13
2014/7/30, 180, 123, 103, 13, 2, 14
2014/7/31, 243, 91, 104, 13, 2, 14
2014/8/1, 201, 81, 108, 16, 1, 9
2014/8/2, 179, 95, 102, 19, , 10
2014/8/3, 196, 15, 21, 18, 1, 4
2014/8/4, 40, 36, 63, 17, 2, 5
2014/8/5, 86, 42, 46, 20, 1, 5
2014/8/6, 87, 72, 121, 20, 6, 11
2014/8/7, 156, 66, 109, 19, 3, 10
2014/8/8, 148, 77, 106, 19, 4, 10
2014/8/9, 162, 51, 97, 15, 1, 5
2014/8/10, 106, 44, 56, 23, 1, 5
2014/8/11, 89, 49, 96, 23, 3, 7
2014/8/12, 93, 40, 29, 19, 1, 6
2014/8/13, 85, 55, 83, 16, 2, 6
2014/8/14, 103, 108, 88, 22, 2, 6
2014/8/15, 101, 74, 54, 26, 8, 9
2014/8/16, 145, 59, 96, 17, 3, 6
2014/8/17, 123, 62, 90, 18, 3, 8
2014/8/18, 147, 74, 107, 17, 3, 8
2014/8/19, 164, 83, 114, 18, 8, 9
2014/8/20, 176, 103, 103, 23, 5, 11
2014/8/21, 201, 63, 29, 26, 1, 7
2014/8/22, 118, 93, 110, 24, 2, 11
2014/8/23, 187, 36, 45, 14, 2, 4
2014/8/24, 66, 40, 48, 16, 1, 5
2014/8/25, 72, 48, 63, 21, 2, 5
2014/8/26, 82, 69, 100, 25, 4, 7
2014/8/27, 129, 81, 49, 28, 3, 8
2014/8/28, 167, 70, 76, 14, 2, 8
2014/8/29, 162, 61, 26, 27, 2, 13
2014/8/30, 199, 72, 57, 15, 1, 9
2014/8/31, 164, 78, 44, 21, 1, 15
2014/9/1, 177, , 31, 17, , 8
2014/9/2, 84, 33, 48, 15, 4, 5
2014/9/3, 54, 58, 81, 24, 3, 7
2014/9/4, 107, 83, 107, 23, 5, 9
2014/9/5, 171, 98, 90, 12, 7, 12
2014/9/6, 194, 103, 80, 16, 7, 10
2014/9/7, 199, 44, 44, 16, 2, 5
2014/9/8, 94, 62, 82, 22, 1, 8
2014/9/9, 126, 68, 89, 24, 4, 10
2014/9/10, 152, 88, 52, 36, 12, 15
2014/9/11, 191, 54, 25, 23, 2, 8
2014/9/12, 153, 59, 75, 19, 5, 6
2014/9/13, 144, 58, 19, 25, 2, 6
2014/9/14, 109, 37, 38, 18, 2, 3
2014/9/15, 63, 68, 17, 34, 2, 5
2014/9/16, 109, 53, 24, 28, 2, 6
2014/9/17, 104, 150, 62, 29, 1, 7
2014/9/18, 141, 206, 56, 28, 4, 11
2014/9/19, 199, , 86, 28, 3, 11
2014/9/20, 191, 44, 52, 24, 11, 17
2014/9/21, 185, 86, 14, 32, 8, 22
2014/9/22, 174, 107, 5, 27, 3, 13
2014/9/23, 147, 43, 35, 15, 1, 12
2014/9/24, 111, 89, 24, 19, 1, 12
2014/9/25, 182, 85, 28, 26, 7, 14
2014/9/26, 198, 40, 34, 19, 1, 5
2014/9/27, 90, 73, 23, 31, 5, 11
2014/9/28, 144, 65, 26, 21, 2, 9
2014/9/29, 125, 37, 20, 17, 5, 5
2014/9/30, 72, 83, 1, 30, 3, 9
2014/4/1, 189, 98, 64, 23, 11, 13
2014/4/2, 178, 58, 37, 15, 3, 
2014/4/3, 72, 83, 37, 20, 5, 11
2014/4/4, 93, 62, 43, 16, 4, 
2014/4/5, 79, 85, 48, 25, 6, 11
2014/4/6, 141, 96, 75, 26, 10, 18
2014/4/7, 172, 122, 98, 36, 18, 18
2014/4/8, 219, 131, 44, 23, 8, 15
2014/4/9, 170, 235, 29, 21, 13, 16
2014/4/10, 157, 72, 43, 27, 9, 13
2014/4/11, 140, 82, 61, 33, 11, 18
2014/4/12, 172, 105, 99, 30, 11, 13
2014/4/13, 205, 139, 91, 37, 17, 22
2014/4/14, 265, 67, 39, 22, 9, 11
2014/4/15, 132, 72, 38, 29, 6, 10
2014/4/16, 127, 79, 40, 34, 10, 18
2014/4/17, 169, 82, 52, 29, 7, 18
2014/4/18, 202, 55, 36, 29, 7, 11
2014/4/19, 141, 65, 49, 24, 3, 14
2014/4/20, 146, 55, 47, 25, 2, 10
2014/4/21, 112, 65, 70, 24, 5, 13
2014/4/22, 147, 89, 61, 16, 11, 11
2014/4/23, 177, 81, 71, 16, 12, 8
2014/4/24, 177, 110, 83, 36, 11, 10
2014/4/25, 189, 60, 34, 12, 1, 3
2014/4/26, 95, 59, 53, 18, 3, 5
2014/4/27, 119, 63, 68, 21, 4, 6
2014/4/28, 138, 83, 89, 29, 10, 8
2014/4/29, 166, 87, 103, 23, 10, 8
2014/4/30, 174, 109, 88, 14, 10, 7
2014/5/1, 187, 41, 38, 10, 1, 3
2014/5/2, 66, 88, 40, 18, 5, 4
2014/5/3, 110, 66, 34, 8, 9, 2
2014/5/4, 83, 41, 44, 18, 1, 4
2014/5/5, 79, 126, 49, 29, 15, 7
2014/5/6, 159, 77, 39, 23, 10, 4
2014/5/7, 120, 74, 80, 13, 9, 11
2014/5/8, 159, 75, 46, 26, 19, 12
2014/5/9, 150, 65, 37, 26, 16, 11
2014/5/10, 139, 25, 34, 17, 1, 8
2014/5/11, 80, 47, 50, 20, 3, 6
2014/5/12, 91, 74, 23, 18, 5, 4
2014/5/13, 99, 67, 28, 14, 2, 3
2014/5/14, 73, 87, 18, 29, 3, 8
2014/5/15, 128, 95, 26, 30, 1, 7
2014/5/16, 141, 77, 82, 23, , 10
2014/5/17, 141, 103, 103, 20, , 10
2014/5/18, 167, 112, 106, 15, 1, 13
2014/5/19, 183, 102, 84, 19, 1, 9
2014/5/20, 140, 107, 123, 20, 1, 13
2014/5/21, 178, 124, 102, 27, , 14
2014/5/22, 212, 93, 109, 19, 1, 7
2014/5/23, 160, 117, 30, 22, 1, 10
2014/5/24, 166, 80, 30, 16, 9, 6
2014/5/25, 130, 57, 64, 23, , 4
2014/5/26, 70, 98, 41, 24, , 4
2014/5/27, 92, 67, 93, 22, , 8
2014/5/28, 95, 81, 96, 28, , 7
2014/5/29, 128, 118, 163, 25, 11, 17
2014/5/30, 172, 127, 134, 25, , 20
2014/5/31, 179, 62, 72, 15, , 6
2014/6/1, 127, 45, 68, 14, 1, 4
2014/6/2, 88, 51, 102, 19, 6, 6
2014/6/3, 111, 67, 91, 21, 5, 10
2014/6/4, 147, 72, 124, 21, 6, 8
2014/6/5, 157, 91, 43, 23, 11, 11
2014/6/6, 123, 32, 42, 15, 2, 5
2014/6/7, 58, 56, 56, 29, 7, 8
2014/6/8, 99, 55, 73, 25, 4, 6
2014/6/9, 106, 69, 54, 21, 4, 12
2014/6/10, 154, 47, 51, 16, 1, 8
2014/6/11, 107, 55, 62, 22, 4, 6
2014/6/12, 88, 74, 95, 19, 5, 9
2014/6/13, 126, 53, 128, 20, 2, 6
2014/6/14, 105, 112, 131, 27, 12, 13
2014/6/15, 184, 93, 100, 14, 2, 9
2014/6/16, 193, 71, 77, 17, 3, 9
2014/6/17, 160, 86, 92, 14, 2, 8
2014/6/18, 156, 113, 62, 14, 5, 12
2014/6/19, 200, 64, 65, 11, 2, 8
2014/6/20, 117, 58, 76, 12, 2, 8
2014/6/21, 149, 50, 70, 15, 1, 6
2014/6/22, 106, 44, 94, 15, , 5
2014/6/23, 82, 66, 117, 21, 3, 7
2014/6/24, 141, 86, 55, 21, 7, 11
2014/6/25, 173, 104, 120, 13, 2, 10
2014/6/26, 201, 51, 50, 20, 2, 5
2014/6/27, 84, 47, 58, 17, 1, 4
2014/6/28, 68, 80, 119, 22, 9, 12
2014/6/29, 130, 88, 131, 23, 9, 10
2014/6/30, 161, 106, 123, 16, 16, 11
2014/1/1, 120, 103, 4, 43, 29, 37
2014/1/2, 179, 70, 23, 26, 13, 18
2014/1/3, 103, 99, 2, 37, 14, 26
2014/1/4, 192, 64, 18, 31, 15, 18
2014/1/5, 144, 89, 4, 31, 24, 27
2014/1/6, 193, 59, 18, 29, 15, 20
2014/1/7, 145, 16, 24, 14, 7, 9
2014/1/8, 72, 33, 25, 20, 10, 15
2014/1/9, 73, 67, 5, 37, 25, 24
2014/1/10, 142, 106, 2, 51, 33, 31
2014/1/11, 202, 31, 23, 22, 14, 16
2014/1/12, 72, 94, 5, 42, 32, 29
2014/1/13, 178, 86, 9, 41, 35, 30
2014/1/14, 180, 158, 7, 48, 36, 34
2014/1/15, 235, 315, 6, 61, 51, 45
2014/1/16, 407, 96, 8, 36, 41, 27
2014/1/17, 225, 74, 10, 41, 25, 24
2014/1/18, 158, 120, 17, 38, 39, 27
2014/1/19, 179, 23, 28, 10, 3, 
2014/1/20, 42, 34, 24, 24, 16, 20
2014/1/21, 97, 93, 4, 46, 32, 27
2014/1/22, 190, 152, 2, 58, 47, 43
2014/1/23, 280, 95, 6, 43, 29, 25
2014/1/24, 186, 38, 27, 23, 8, 21
2014/1/25, 77, 58, 24, 21, 19, 16
2014/1/26, 112, 80, 25, 30, 25, 21
2014/1/27, 136, 59, 31, 18, 13, 12
2014/1/28, 101, 91, 5, 36, 32, 24
2014/1/29, 184, 64, 31, 22, 15, 18
2014/1/30, 118, 113, 13, 24, 36, 18
2014/1/31, 197, 89, 6, 25, 26, 21
2014/2/1, 187, 74, 30, 16, 10, 18
2014/2/2, 109, 32, 32, 10, 2, 
2014/2/3, 23, 53, 28, 17, 14, 16
2014/2/4, 85, 71, 22, 22, 24, 17
2014/2/5, 164, 81, 19, 30, 32, 25
2014/2/6, 179, 60, 17, 23, 19, 14
2014/2/7, 166, 32, 30, 16, 10, 18
2014/2/8, 100, 22, 28, 11, 8, 
2014/2/9, 34, 20, 30, 16, 9, 18
2014/2/10, 54, 78, 23, 35, 30, 24
2014/2/11, 184, 77, 25, 35, 22, 22
2014/2/12, 186, 111, 21, 38, 39, 30
2014/2/13, 239, 149, 12, 45, 33, 34
2014/2/14, 300, 258, 12, 52, 45, 37
2014/2/15, 435, 179, 18, 42, 41, 31
2014/2/16, 365, , , , , 
2014/2/17, 158, , , , , 
2014/2/18, 149, , , , , 
2014/2/19, 123, 174, 9, 42, 19, 30
2014/2/20, 261, 142, 8, 46, 33, 32
2014/2/21, 277, 158, 8, 47, 51, 34
2014/2/22, 297, 143, 11, 38, 63, 34
2014/2/23, 241, 208, 6, 63, 57, 46
2014/2/24, 293, 202, 67, 57, 20, 50
2014/2/25, 381, 205, 8, 59, 34, 28
2014/2/26, 338, 24, 26, 16, 7, 10
2014/2/27, 59, 52, 20, 30, 20, 14
2014/2/28, 151, 52, 30, 28, 16, 18
2014/3/1, 123, 101, 18, 43, 36, 30
2014/3/2, 191, 140, 4, 47, 63, 43
2014/3/3, 258, 49, 28, 20, 11, 21
2014/3/4, 85, 28, 29, 17, 8, 12
2014/3/5, 68, 21, 29, 16, 6, 18
2014/3/6, 50, 52, 25, 26, 12, 16
2014/3/7, 126, 103, 17, 45, 37, 27
2014/3/8, 200, 70, 33, 31, 24, 19
2014/3/9, 160, 67, 18, 36, 27, 20
2014/3/10, 152, 111, 25, 40, 28, 25
2014/3/11, 198, 21, 33, 13, 4, 18
2014/3/12, 48, 48, 34, 20, 8, 16
2014/3/13, 73, 57, 38, 15, 6, 
2014/3/14, 70, 103, 26, 44, 21, 19
2014/3/15, 175, 110, 43, 31, 40, 30
2014/3/16, 183, 182, 27, 24, 9, 18
2014/3/17, 146, 80, 40, 18, 9, 13
2014/3/18, 106, 65, 28, 22, 8, 11
2014/3/19, 126, 32, 33, 15, 3, 
2014/3/20, 52, 52, 41, 19, 4, 13
2014/3/21, 77, 82, 36, 27, 8, 15
2014/3/22, 128, 103, 73, 29, 20, 17
2014/3/23, 195, 134, 49, 43, 21, 23
2014/3/24, 258, 123, 74, 40, 18, 17
2014/3/25, 234, 170, 65, 52, 18, 24
2014/3/26, 318, 135, 5, 47, 12, 29
2014/3/27, 286, 110, 41, 31, 13, 20
2014/3/28, 195, 72, 40, 20, 3, 11
2014/3/29, 101, 58, 42, 25, 3, 
2014/3/30, 98, 107, 35, 38, 20, 22
2014/3/31, 204, 78, 62, 25, 7, 9
2020/3/31, , 19, 31, 4, , 1
2019/12/31, , 48, 6, 24, 2, 7
2018/12/31, , 44, 19, 22, 5, 10
2017/9/10, , 22, 33, 15, 1, 4
2014/12/31, , 60, 21, 26, 12, 11
2013/12/31, , 75, 21, 34, 13, 22
2016/1/2, , , 12, 28, 7, 17
