date, pm25, pm10, o3, no2, so2, co
2020/3/16, 77, 54, 41, 14, 1, 4
2020/3/17, 95, 108, 34, 16, 1, 4
2020/3/18, 103, 41, 36, 3, , 1
2020/3/19, 31, 59, 27, 18, 1, 4
2020/3/20, 96, 67, 36, 9, 3, 4
2020/3/21, 85, 54, 45, 8, 1, 2
2020/3/22, 80, 47, 34, 13, 1, 3
2020/3/23, 90, 52, 37, 16, 5, 8
2020/3/24, 119, 73, 45, 27, 4, 9
2020/3/25, 188, 31, 30, 4, 1, 2
2020/3/26, 36, 21, 29, 4, , 1
2020/3/27, 25, 17, 29, 6, , 1
2020/3/28, 32, 50, 39, 17, 2, 4
2020/3/29, 102, , , , , 
2019/10/1, 124, 51, 76, 10, 1, 8
2019/10/2, 135, 63, 95, 11, 1, 7
2019/10/3, 147, 26, 21, 5, , 4
2019/10/4, 42, 13, 26, 8, , 2
2019/10/5, 26, 28, 15, 17, , 3
2019/10/6, 79, 48, 27, 15, , 5
2019/10/7, 127, 19, 24, 9, 1, 2
2019/10/8, 27, 45, 30, 18, 2, 5
2019/10/9, 95, 27, 23, 10, , 4
2019/10/10, 109, 51, 16, 18, 2, 6
2019/10/11, 102, 57, 4, 27, 10, 13
2019/10/12, 85, 44, 6, 21, 2, 8
2019/10/13, 77, 21, 21, 12, 1, 3
2019/10/14, 32, 28, 18, 16, 1, 3
2019/10/15, 58, 39, 12, 21, 1, 5
2019/10/16, 83, 38, 2, 21, , 7
2019/10/17, 148, , 24, 13, , 7
2019/10/18, 147, , 12, 23, 1, 11
2019/10/19, 189, 91, 20, 18, 1, 7
2019/10/20, 140, 38, 17, 18, 1, 4
2019/10/21, 51, 63, 18, 24, 1, 8
2019/10/22, 115, 73, 35, 25, 2, 10
2019/10/23, 160, 53, 18, 22, 1, 10
2019/10/24, 115, 17, 20, 10, , 4
2019/10/25, 37, 41, 16, 18, 1, 6
2019/10/26, 91, 55, 16, 22, 2, 6
2019/10/27, 136, 130, 25, 9, 1, 5
2019/10/28, 83, 55, 22, 19, 2, 4
2019/10/29, 98, 73, 8, 30, 2, 7
2019/10/30, 132, 52, 21, 23, 1, 8
2019/10/31, 110, 54, 15, 20, 2, 9
2019/11/1, 88, 42, 9, 23, , 6
2019/11/2, 84, 43, 12, 15, 2, 5
2019/11/3, 92, 50, 12, 17, , 7
2019/11/4, 134, 50, 15, 17, 1, 7
2019/11/5, 116, 52, 8, 25, 1, 6
2019/11/6, 113, 41, 15, 18, 1, 5
2019/11/7, 70, 56, 8, 24, 2, 7
2019/11/8, 111, 55, 10, 26, 1, 10
2019/11/9, 158, 79, 23, 13, 1, 4
2019/11/10, 99, 42, 19, 18, 1, 4
2019/11/11, 53, 66, 4, 33, 3, 8
2019/11/12, 136, 53, 24, 6, , 1
2019/11/13, 33, 42, 8, 23, 2, 5
2019/11/14, 71, 53, 7, 22, 2, 8
2019/11/15, 93, 57, 5, 22, 5, 12
2019/11/16, 121, 139, 20, 17, 3, 8
2019/11/17, 132, 72, 20, 8, , 3
2019/11/18, 55, 48, 18, 14, 1, 3
2019/11/19, 48, 81, 4, 30, 3, 9
2019/11/20, 149, 95, 1, 32, 2, 14
2019/11/21, 165, 112, 1, 42, 3, 22
2019/11/22, 195, 106, 12, 36, 3, 15
2019/11/23, 195, 30, 22, 6, 1, 2
2019/11/24, 17, 23, 13, 15, 1, 3
2019/11/25, 48, 55, 5, 26, 1, 7
2019/11/26, 113, 20, 18, 13, 1, 3
2019/11/27, 31, 54, 4, 27, 3, 8
2019/11/28, 119, 61, 3, 28, 2, 9
2019/11/29, 145, 26, 22, 14, 1, 5
2019/11/30, 109, 30, 22, 8, 1, 3
2019/12/1, 44, 20, 21, 10, 1, 3
2019/12/2, 28, 43, 23, 19, 1, 5
2019/12/3, 57, 29, 24, 17, , 4
2019/12/4, 46, 32, 20, 17, 2, 8
2019/12/5, 63, 46, 7, 26, 1, 7
2019/12/6, 130, 54, 10, 27, 1, 8
2019/12/7, 132, 101, 2, 30, , 14
2019/12/8, 206, 120, 3, 33, 1, 18
2019/12/9, 219, 67, 19, 19, 1, 17
2019/12/10, 142, 20, 21, 11, 1, 3
2019/12/11, 23, 38, 13, 19, 1, 4
2019/12/12, 59, 44, 21, 20, 2, 6
2019/12/13, 67, 18, 14, 20, 1, 4
2019/12/14, 44, 60, 1, 32, 3, 12
2019/12/15, 142, 57, 1, 26, , 13
2019/12/16, 158, 21, 21, 7, 1, 3
2019/12/17, 35, 25, 14, 17, 1, 4
2019/12/18, 54, 23, 20, 9, 1, 3
2019/12/19, 31, 27, 13, 18, 1, 4
2019/12/20, 55, 49, 6, 27, 1, 8
2019/12/21, 120, 63, 7, 32, 2, 12
2019/12/22, 153, 37, 15, 20, 2, 9
2019/12/23, 97, 66, 8, 23, 2, 11
2019/12/24, 167, 37, 19, 20, 2, 9
2019/12/25, 129, 30, 19, 14, 1, 3
2019/12/26, 50, 61, 5, 27, 1, 7
2019/12/27, 120, 81, 4, 31, 4, 17
2019/12/28, 164, 80, 22, 27, 1, 15
2019/12/29, 158, , , , , 
2019/7/1, 32, 48, 88, 14, 1, 5
2019/7/2, 71, 37, 91, 14, , 4
2019/7/3, 72, 53, 126, 17, 2, 5
2019/7/4, 90, 50, 69, 17, 1, 6
2019/7/5, 91, 16, 27, 10, 1, 3
2019/7/6, 32, 22, 45, 9, 1, 5
2019/7/7, 46, 33, 76, 11, 1, 5
2019/7/8, 83, 47, 34, 23, 1, 5
2019/7/9, 105, 40, 71, 22, 2, 7
2019/7/10, 128, 32, 69, 10, 1, 5
2019/7/11, 82, 44, 106, 13, , 5
2019/7/12, 76, 69, 106, 17, 1, 9
2019/7/13, 152, 30, 96, 8, 1, 5
2019/7/14, 51, 60, 120, 13, 1, 9
2019/7/15, 148, 43, 75, 14, 1, 7
2019/7/16, 113, 47, 29, 12, 1, 7
2019/7/17, 134, 51, 101, 12, , 7
2019/7/18, 147, 52, 77, 10, 1, 8
2019/7/19, 144, 44, 35, 13, 1, 7
2019/7/20, 136, 56, 111, 12, 1, 7
2019/7/21, 156, 78, 39, 23, 1, 13
2019/7/22, 167, 38, 81, 9, 1, 6
2019/7/23, 92, 50, 98, 15, 1, 7
2019/7/24, 109, 44, 87, 16, , 5
2019/7/25, 75, 51, 113, 12, 1, 6
2019/7/26, 100, 65, 122, 12, 1, 9
2019/7/27, 165, 51, 83, 7, 1, 8
2019/7/28, 139, 19, 35, 11, , 5
2019/7/29, 58, 39, 74, 8, 1, 5
2019/7/30, 89, 36, 98, 15, 1, 6
2019/7/31, 75, 40, 104, 9, 1, 6
2019/8/1, 79, 37, 64, 8, , 8
2019/8/2, 94, 40, 80, 13, , 7
2019/8/3, 109, 38, 48, 11, 1, 8
2019/8/4, 108, 33, 34, 11, 1, 7
2019/8/5, 109, 46, 58, 11, 1, 7
2019/8/6, 127, 28, 68, 11, 1, 6
2019/8/7, 76, 46, 78, 13, , 7
2019/8/8, 108, 43, 59, 11, , 7
2019/8/9, 122, 27, 44, 12, , 6
2019/8/10, 79, 19, 15, 12, , 5
2019/8/11, 52, 19, 28, 13, , 5
2019/8/12, 32, 19, 32, 10, , 4
2019/8/13, 37, 26, 35, 6, , 5
2019/8/14, 48, 36, 89, 16, 1, 5
2019/8/15, 62, 21, 35, 9, , 3
2019/8/16, 22, 21, 32, 12, 1, 4
2019/8/17, 29, 37, 65, 14, 1, 5
2019/8/18, 46, 57, 94, 13, 1, 6
2019/8/19, 112, 52, 39, 14, 1, 7
2019/8/20, 123, 26, 38, 12, 1, 5
2019/8/21, 89, 30, 33, 14, 1, 5
2019/8/22, 53, 26, 35, 15, 1, 5
2019/8/23, 37, 34, 72, 15, 1, 4
2019/8/24, 52, 40, 70, 12, , 5
2019/8/25, 78, 61, 51, 15, 1, 8
2019/8/26, 161, 21, 37, 15, , 5
2019/8/27, 87, 27, 28, 8, 1, 3
2019/8/28, 16, 17, 27, 9, 1, 2
2019/8/29, 186, 22, 38, 8, 1, 3
2019/8/30, 31, 31, 70, 11, 1, 3
2019/8/31, 50, 41, 74, 14, 1, 4
2019/9/1, 68, 48, 91, 15, 1, 5
2019/9/2, 85, 62, 112, 21, 1, 6
2019/9/3, 135, 58, 102, 18, 1, 7
2019/9/4, 132, 52, 101, 14, 1, 5
2019/9/5, 110, 60, 117, 22, 1, 6
2019/9/6, 133, 56, 109, 16, 1, 6
2019/9/7, 122, 53, 99, 14, 1, 6
2019/9/8, 102, 80, 120, 16, 4, 14
2019/9/9, 160, 17, 24, 11, , 5
2019/9/10, 50, 24, 15, 15, 3, 9
2019/9/11, 60, 27, 28, 10, , 5
2019/9/12, 65, 26, 26, 10, 1, 5
2019/9/13, 71, 24, 40, 10, 1, 4
2019/9/14, 48, 45, 54, 16, , 5
2019/9/15, 94, 38, 47, 13, 2, 5
2019/9/16, 61, 49, 64, 12, 1, 6
2019/9/17, 94, 21, 34, 9, , 3
2019/9/18, 21, 53, 38, 19, 1, 4
2019/9/19, 80, 53, 56, 17, 1, 5
2019/9/20, 104, 63, 94, 16, 2, 10
2019/9/21, 141, 51, 92, 11, 2, 10
2019/9/22, 154, 40, 38, 17, 1, 5
2019/9/23, 95, 33, 50, 12, 1, 3
2019/9/24, 46, 44, 67, 17, 1, 5
2019/9/25, 71, 42, 86, 15, 1, 6
2019/9/26, 100, 39, 74, 11, 1, 8
2019/9/27, 127, 53, 88, 14, 1, 7
2019/9/28, 144, 58, 72, 13, 1, 8
2019/9/29, 150, 64, 63, 15, 1, 7
2019/9/30, 157, 56, , 9, 1, 5
2019/4/1, 48, 50, 27, 18, 2, 6
2019/4/2, 89, 61, 51, 23, 3, 5
2019/4/3, 137, 79, 47, 20, 4, 6
2019/4/4, 143, 209, 30, 12, 2, 2
2019/4/5, 101, 119, 35, 17, 3, 5
2019/4/6, 111, 68, 36, 20, 3, 5
2019/4/7, 114, 53, 33, 14, 6, 9
2019/4/8, 83, 38, 24, 13, 1, 5
2019/4/9, 79, 34, 35, 12, 1, 4
2019/4/10, 85, 52, 38, 14, 1, 4
2019/4/11, 135, 63, 48, 18, 1, 5
2019/4/12, 144, 64, 34, 18, 2, 5
2019/4/13, 151, 51, 41, 10, 1, 2
2019/4/14, 50, 70, 47, 18, 3, 4
2019/4/15, 126, 75, 65, 16, 3, 5
2019/4/16, 147, 88, 77, 25, 4, 9
2019/4/17, 172, 131, 31, 13, 1, 4
2019/4/18, 112, 54, 32, 10, 1, 3
2019/4/19, 65, 53, 13, 20, , 5
2019/4/20, 110, 101, 40, 19, 3, 8
2019/4/21, 146, 82, 84, 18, 2, 7
2019/4/22, 171, 56, 35, 10, 1, 6
2019/4/23, 155, 46, 20, 15, 1, 6
2019/4/24, 103, 23, 37, 8, 1, 2
2019/4/25, 39, 31, 43, 7, 1, 3
2019/4/26, 67, 47, 29, 11, , 4
2019/4/27, 102, , 38, 8, , 5
2019/4/28, 128, , 62, 15, 1, 8
2019/4/29, 175, 77, 33, 13, 1, 5
2019/4/30, 96, 32, 41, 11, 1, 2
2019/5/1, 45, 49, 54, 16, 1, 3
2019/5/2, 78, 64, 68, 15, 3, 5
2019/5/3, 133, 63, 77, 12, 2, 5
2019/5/4, 135, 43, 33, 9, 1, 2
2019/5/5, 52, 37, 40, 14, , 2
2019/5/6, 67, 44, 42, 15, 1, 3
2019/5/7, 74, 64, 34, 18, 1, 4
2019/5/8, 134, 56, 53, 17, 1, 5
2019/5/9, 116, 69, 76, 15, 3, 7
2019/5/10, 128, 71, 80, 19, 2, 8
2019/5/11, 148, 190, 33, 15, 2, 8
2019/5/12, 163, 48, 34, 7, 1, 2
2019/5/13, 60, 73, 56, 21, 2, 6
2019/5/14, 123, 133, 66, 21, 3, 9
2019/5/15, 171, 80, 87, 16, 1, 6
2019/5/16, 142, 87, 83, 17, 1, 7
2019/5/17, 156, 39, 39, 11, 1, 5
2019/5/18, 101, 59, 36, 8, 1, 3
2019/5/19, 80, 42, 40, 7, , 3
2019/5/20, 43, 36, 51, 15, 1, 3
2019/5/21, 46, 48, 74, 24, 1, 5
2019/5/22, 72, 52, 134, 21, 2, 5
2019/5/23, 80, 72, 98, 23, 2, 6
2019/5/24, 103, 79, 122, 18, 2, 6
2019/5/25, 126, 66, 38, 14, 3, 9
2019/5/26, 94, 17, 41, 7, , 2
2019/5/27, 13, 28, 70, 13, , 3
2019/5/28, 28, 48, 115, 15, 1, 4
2019/5/29, 57, 45, 56, 13, 1, 4
2019/5/30, 53, 28, 50, 12, 1, 4
2019/5/31, 36, 59, 82, 19, 2, 6
2019/6/1, 91, 60, 94, 19, 2, 6
2019/6/2, 117, 47, 92, 13, 1, 4
2019/6/3, 88, 56, 69, 11, 4, 9
2019/6/4, 145, 52, 58, 15, 1, 8
2019/6/5, 121, 52, 42, 16, 1, 7
2019/6/6, 128, 59, 79, 8, , 6
2019/6/7, 146, 45, 66, 10, 1, 4
2019/6/8, 97, 19, 40, 9, , 2
2019/6/9, 22, 49, 76, 15, 1, 5
2019/6/10, 88, 51, 117, 10, 2, 7
2019/6/11, 126, 49, 109, 13, 4, 10
2019/6/12, 110, 38, 96, 12, , 5
2019/6/13, 79, 56, 69, 16, 2, 6
2019/6/14, 92, 43, 87, 12, 2, 6
2019/6/15, 66, 33, 27, 9, 1, 6
2019/6/16, 73, 47, 77, 13, 1, 7
2019/6/17, 119, 64, 131, 15, 2, 8
2019/6/18, 156, 66, 101, 9, 4, 10
2019/6/19, 160, 69, 121, 17, 1, 8
2019/6/20, 147, 64, 79, 13, 3, 11
2019/6/21, 130, 44, 84, 16, , 4
2019/6/22, 65, 65, 126, 17, 4, 7
2019/6/23, 116, 57, 106, 14, 2, 6
2019/6/24, 108, 70, 125, 12, 3, 7
2019/6/25, 128, 66, 128, 12, 3, 8
2019/6/26, 127, 58, 121, 15, 2, 7
2019/6/27, 131, 36, 91, 11, 1, 5
2019/6/28, 85, 31, 50, 10, , 3
2019/6/29, 60, 21, 38, 8, 1, 2
2019/6/30, 22, 24, 52, 12, 1, 2
2019/1/1, 98, 50, 10, 28, 5, 13
2019/1/2, 110, 86, 4, 42, 9, 23
2019/1/3, 205, 39, 27, 14, 4, 4
2019/1/4, 49, 24, 22, 17, 3, 3
2019/1/5, 49, 71, 6, 36, 6, 12
2019/1/6, 153, 38, 23, 22, 5, 8
2019/1/7, 95, 26, 26, 13, 3, 2
2019/1/8, 28, 56, 13, 28, 6, 8
2019/1/9, 118, 74, 3, 39, 7, 16
2019/1/10, 169, 84, 7, 40, 5, 17
2019/1/11, 193, 112, 2, 50, 4, 25
2019/1/12, 344, 61, 20, 30, 2, 20
2019/1/13, 253, 102, 25, 41, 2, 19
2019/1/14, 244, 52, 25, 9, , 1
2019/1/15, 30, 58, 12, 27, 4, 6
2019/1/16, 128, 55, 12, 29, 3, 8
2019/1/17, 119, 75, 3, 36, 4, 13
2019/1/18, 162, 31, 26, 14, 1, 2
2019/1/19, 42, 26, 24, 11, , 2
2019/1/20, 38, 46, 22, 22, 1, 5
2019/1/21, 82, 39, 19, 27, 2, 7
2019/1/22, 100, 32, 21, 24, 1, 6
2019/1/23, 72, 52, 11, 27, 3, 11
2019/1/24, 144, 33, 23, 13, 1, 3
2019/1/25, 47, 29, 7, 18, 1, 4
2019/1/26, 66, 78, 26, 28, 3, 9
2019/1/27, 136, 46, 22, 18, 2, 5
2019/1/28, 87, 93, 10, 37, 5, 14
2019/1/29, 187, 61, 24, 15, 2, 8
2019/1/30, 72, 24, 24, 10, 2, 4
2019/1/31, 44, 67, 24, 23, 2, 8
2019/2/1, 144, 86, 9, 29, 1, 14
2019/2/2, 186, 104, 30, 9, , 6
2019/2/3, 98, 69, 24, 13, 1, 8
2019/2/4, 117, 119, 19, 13, 2, 7
2019/2/5, 165, 69, 29, 10, 6, 9
2019/2/6, 129, 27, 27, 6, 1, 3
2019/2/7, 22, 36, 29, 9, 2, 5
2019/2/8, 71, 20, 25, 8, 1, 3
2019/2/9, 24, 26, 22, 12, 2, 6
2019/2/10, 72, 43, 25, 16, 3, 7
2019/2/11, 109, 46, 19, 13, 3, 8
2019/2/12, 91, 30, 25, 12, , 6
2019/2/13, 66, 42, 20, 16, 2, 9
2019/2/14, 125, 21, 27, 6, , 2
2019/2/15, 32, 19, 29, 7, 1, 2
2019/2/16, 28, 19, 27, 11, 1, 4
2019/2/17, 42, 41, 19, 25, 2, 7
2019/2/18, 111, 95, 27, 19, 1, 10
2019/2/19, 190, 26, 30, 16, 1, 5
2019/2/20, 101, 63, 38, 24, 1, 12
2019/2/21, 191, , 22, 30, 1, 14
2019/2/22, 204, , 39, 34, 2, 17
2019/2/23, 232, 28, 29, 25, 1, 10
2019/2/24, 158, 61, 27, 24, 2, 11
2019/2/25, 117, 62, 18, 30, 3, 9
2019/2/26, 141, 78, 30, 30, 3, 12
2019/2/27, 173, 61, 37, 27, 2, 10
2019/2/28, 162, 79, 38, 30, 2, 11
2019/3/1, 184, 93, 59, 31, 3, 14
2019/3/2, 226, 106, 40, 27, 3, 13
2019/3/3, 203, 78, 33, 25, 1, 11
2019/3/4, 154, 45, 32, 23, 1, 12
2019/3/5, 130, 19, 31, 9, , 4
2019/3/6, 31, 42, 32, 20, 1, 5
2019/3/7, 66, 72, 36, 27, 3, 8
2019/3/8, 151, 81, 21, 32, 3, 9
2019/3/9, 165, 129, 27, 26, 1, 10
2019/3/10, 181, 40, 30, 11, , 7
2019/3/11, 77, 28, 29, 6, , 1
2019/3/12, 19, 26, 32, 7, 1, 2
2019/3/13, 32, 34, 30, 9, , 3
2019/3/14, 21, 43, 30, 7, , 2
2019/3/15, 35, 53, 27, 19, 1, 5
2019/3/16, 77, 75, 42, 21, 2, 6
2019/3/17, 121, 95, 45, 31, 3, 9
2019/3/18, 172, 105, 45, 35, 3, 10
2019/3/19, 189, 82, 26, 19, 1, 6
2019/3/20, 141, 28, 29, 6, , 2
2019/3/21, 21, 24, 31, 9, , 2
2019/3/22, 29, 27, 32, 8, , 2
2019/3/23, 39, 59, 32, 18, 2, 4
2019/3/24, 113, 46, 34, 18, , 5
2019/3/25, 82, 68, 33, 19, 3, 7
2019/3/26, 116, 80, 28, 22, 2, 9
2019/3/27, 137, 49, 24, 12, 2, 5
2019/3/28, 70, 61, 30, 14, 1, 3
2019/3/29, 63, 29, 29, 6, , 2
2019/3/30, 26, 25, 31, 12, , 3
2019/3/31, 42, 31, 31, 13, 1, 4
2018/10/1, 32, 25, 32, 17, 1, 4
2018/10/2, 27, 34, 30, 23, 1, 5
2018/10/3, 42, 60, 71, 27, 5, 11
2018/10/4, 114, 72, 58, 24, 3, 12
2018/10/5, 159, 23, 28, 10, 1, 5
2018/10/6, 28, 27, 28, 18, 1, 3
2018/10/7, 24, 31, 30, 19, 1, 4
2018/10/8, 28, 16, 22, 10, 1, 2
2018/10/9, 10, 21, 19, 14, 1, 5
2018/10/10, 13, 30, 25, 20, 1, 4
2018/10/11, 34, 59, 31, 27, 1, 6
2018/10/12, 107, 71, 33, 36, 2, 11
2018/10/13, 160, 94, 44, 37, 2, 14
2018/10/14, 193, 101, 18, 35, 3, 17
2018/10/15, 197, 53, 30, 19, 1, 9
2018/10/16, 125, 39, 25, 20, 1, 7
2018/10/17, 74, 47, 25, 27, 2, 7
2018/10/18, 81, 49, 32, 27, 2, 8
2018/10/19, 99, 61, 37, 32, 3, 10
2018/10/20, 139, 82, 19, 43, 3, 15
2018/10/21, 175, 77, 33, 28, 3, 15
2018/10/22, 169, 34, 20, 18, 1, 4
2018/10/23, 41, 69, 16, 33, 2, 9
2018/10/24, 112, 95, 11, 39, 4, 18
2018/10/25, 158, 46, 22, 9, 1, 3
2018/10/26, 16, 32, 25, 16, 4, 4
2018/10/27, 42, 35, 29, 9, 3, 3
2018/10/28, 21, 22, 24, 15, 3, 3
2018/10/29, 24, 31, 25, 22, 3, 5
2018/10/30, 31, 42, 17, 24, 4, 9
2018/10/31, 65, 57, 26, 28, 3, 10
2018/11/1, 106, 86, 14, 44, 4, 18
2018/11/2, 177, 91, 43, 36, 4, 19
2018/11/3, 185, 62, 10, 29, 2, 10
2018/11/4, 108, 21, 13, 19, 1, 4
2018/11/5, 42, 27, 14, 22, 2, 5
2018/11/6, 30, 44, 6, 23, 2, 8
2018/11/7, 78, 73, 6, 35, 3, 14
2018/11/8, 159, 48, 25, 19, 2, 8
2018/11/9, 78, 33, 16, 20, 3, 4
2018/11/10, 30, 61, 26, 27, 3, 7
2018/11/11, 117, 80, 14, 34, 3, 13
2018/11/12, 176, 100, 11, 33, 3, 19
2018/11/13, 233, , 10, 34, 2, 22
2018/11/14, 247, 27, 21, 16, 2, 8
2018/11/15, 96, 25, 24, 16, 3, 4
2018/11/16, 43, 61, 11, 29, 5, 8
2018/11/17, 131, 63, 25, 20, 4, 8
2018/11/18, 93, 68, 5, 34, 7, 12
2018/11/19, 116, 62, 16, 27, 4, 9
2018/11/20, 99, 40, 23, 20, 2, 6
2018/11/21, 63, 54, 12, 29, 3, 9
2018/11/22, 91, 74, 3, 35, 7, 17
2018/11/23, 155, 79, 19, 31, 4, 13
2018/11/24, 171, 76, 8, 35, 3, 15
2018/11/25, 175, 121, 4, 52, 4, 26
2018/11/26, 292, 201, 26, 16, 2, 5
2018/11/27, 88, 110, 14, 35, 7, 15
2018/11/28, 139, 90, 6, 33, 8, 17
2018/11/29, 128, 111, 4, 40, 6, 21
2018/11/30, 170, 123, 15, 39, 4, 21
2018/12/1, 199, 133, 1, 40, 3, 28
2018/12/2, 223, 189, 24, 13, 2, 8
2018/12/3, 106, 55, 24, 13, 2, 4
2018/12/4, 47, 76, 2, 32, 5, 10
2018/12/5, 118, 38, 22, 11, 3, 5
2018/12/6, 34, 30, 24, 7, 3, 4
2018/12/7, 19, 30, 26, 13, 3, 5
2018/12/8, 29, 63, 9, 31, 5, 12
2018/12/9, 127, 65, 7, 35, 5, 12
2018/12/10, 146, 53, 21, 21, 4, 7
2018/12/11, 62, 49, 12, 29, 4, 8
2018/12/12, 108, 38, 24, 23, 4, 4
2018/12/13, 51, 59, 11, 36, 5, 8
2018/12/14, 116, 80, 4, 45, 5, 15
2018/12/15, 170, 83, 21, 38, 4, 14
2018/12/16, 148, 43, 27, 23, 4, 6
2018/12/17, 71, 51, 21, 31, 4, 8
2018/12/18, 89, 59, 5, 39, 4, 10
2018/12/19, 107, 60, 3, 43, 4, 13
2018/12/20, 133, 80, 17, 41, 4, 15
2018/12/21, 155, 66, 24, 28, 4, 9
2018/12/22, 104, 50, 26, 12, 2, 5
2018/12/23, 34, 72, 7, 36, 5, 11
2018/12/24, 140, 58, 23, 22, 4, 9
2018/12/25, 86, 24, 23, 17, 3, 7
2018/12/26, 14, 53, 25, 6, 3, 4
2018/12/27, 30, 37, 23, 9, 3, 5
2018/12/28, 28, 27, 24, 14, 3, 5
2018/12/29, 35, 26, 19, 21, 3, 5
2018/12/30, 44, , , , , 
2018/7/1, 120, 49, 87, 12, 1, 6
2018/7/2, 108, 52, 89, 11, 1, 7
2018/7/3, 127, 64, 118, 14, 2, 7
2018/7/4, 135, 84, 126, 16, 3, 9
2018/7/5, 150, 48, 120, 14, 3, 8
2018/7/6, 97, 47, 26, 12, 2, 6
2018/7/7, 126, 50, 80, 11, 1, 7
2018/7/8, 132, 52, 35, 13, 1, 8
2018/7/9, 141, 30, 37, 8, 2, 7
2018/7/10, 85, 42, 24, 18, 1, 6
2018/7/11, 83, 39, 24, 16, 1, 7
2018/7/12, 114, 44, 40, 19, 1, 7
2018/7/13, 115, 42, 81, 8, 1, 6
2018/7/14, 116, 56, 83, 12, 3, 8
2018/7/15, 133, 46, 28, 17, , 7
2018/7/16, 86, 20, 22, 15, 1, 7
2018/7/17, 67, 70, 38, 15, 1, 12
2018/7/18, 153, 74, 56, 19, 2, 8
2018/7/19, 137, 62, 67, 15, 2, 8
2018/7/20, 152, 62, 88, 9, 2, 7
2018/7/21, 138, 46, 44, 15, 1, 9
2018/7/22, 110, 57, 68, 11, 4, 9
2018/7/23, 131, 26, 23, 10, 1, 6
2018/7/24, 56, 21, 37, 12, 2, 5
2018/7/25, 42, 31, 69, 12, 1, 5
2018/7/26, 44, 56, 58, 10, 2, 11
2018/7/27, 132, 57, 87, 8, 2, 9
2018/7/28, 131, 70, 95, 11, 3, 11
2018/7/29, 161, 66, 95, 14, 2, 10
2018/7/30, 156, 67, 109, 13, 2, 9
2018/7/31, 147, 64, 124, 13, 2, 9
2018/8/1, 147, 77, 104, 10, 2, 15
2018/8/2, 170, 59, 85, 11, 1, 8
2018/8/3, 134, 71, 113, 14, 6, 11
2018/8/4, 146, 50, 57, 9, 1, 7
2018/8/5, 91, 50, 23, 14, 8, 14
2018/8/6, 106, 54, 60, 14, 2, 11
2018/8/7, 132, 23, 31, 9, 3, 9
2018/8/8, 75, 29, 65, 12, 1, 10
2018/8/9, 82, 42, 103, 12, 1, 8
2018/8/10, 102, 58, 59, 12, 1, 10
2018/8/11, 131, 57, 45, 11, 2, 10
2018/8/12, 143, 61, 56, 13, 1, 10
2018/8/13, 130, 19, 25, 12, 2, 7
2018/8/14, 92, 31, 29, 15, 1, 5
2018/8/15, 53, 29, 80, 13, 1, 4
2018/8/16, 54, 55, 122, 19, 1, 6
2018/8/17, 92, 29, 49, 15, 1, 6
2018/8/18, 61, 35, 26, 20, 2, 7
2018/8/19, 71, 38, 72, 11, 1, 7
2018/8/20, 77, 33, 48, 18, 1, 4
2018/8/21, 53, 50, 27, 27, 6, 10
2018/8/22, 74, 41, 64, 20, 1, 7
2018/8/23, 65, 37, 54, 19, 1, 6
2018/8/24, 49, 56, 104, 18, 2, 7
2018/8/25, 88, 66, 99, 14, 1, 9
2018/8/26, 140, 68, 97, 16, 3, 11
2018/8/27, 142, 64, 89, 20, 3, 11
2018/8/28, 146, 25, 50, 13, 1, 6
2018/8/29, 38, 39, 40, 12, 1, 8
2018/8/30, 55, 30, 77, 11, 1, 6
2018/8/31, 53, 42, 69, 13, 1, 10
2018/9/1, 113, 43, 53, 6, 1, 9
2018/9/2, 113, 14, 33, 9, 1, 9
2018/9/3, 80, 18, 36, 9, 1, 5
2018/9/4, 26, 33, 48, 15, 1, 6
2018/9/5, 43, 42, 31, 12, 1, 7
2018/9/6, 34, 23, 29, 10, 1, 5
2018/9/7, 21, 29, 36, 15, 1, 4
2018/9/8, 26, 48, 57, 22, 1, 6
2018/9/9, 76, 58, 57, 26, 3, 10
2018/9/10, 113, 60, 68, 22, 2, 7
2018/9/11, 112, 54, 74, 17, 2, 7
2018/9/12, 119, 77, 78, 26, 2, 11
2018/9/13, 162, 77, 78, 21, 3, 10
2018/9/14, 171, 28, 27, 11, 1, 4
2018/9/15, 47, 26, 33, 16, 1, 4
2018/9/16, 21, 36, 32, 20, 1, 4
2018/9/17, 37, 49, 24, 24, 1, 6
2018/9/18, 65, 54, 11, 28, 2, 8
2018/9/19, 85, 55, 52, 21, 2, 7
2018/9/20, 121, 43, 24, 15, 1, 5
2018/9/21, 42, 24, 27, 9, 1, 3
2018/9/22, 14, 28, 25, 10, 1, 3
2018/9/23, 16, 21, 31, 13, 1, 3
2018/9/24, 19, 46, 38, 15, 3, 7
2018/9/25, 67, 47, 31, 18, 2, 7
2018/9/26, 93, 66, 31, 29, 3, 11
2018/9/27, 142, 57, 35, 19, 1, 8
2018/9/28, 127, 16, 26, 14, 1, 4
2018/9/29, 18, 19, 24, 12, , 4
2018/9/30, 18, 24, 32, 12, 1, 4
2018/4/1, 226, 131, 63, 33, 3, 15
2018/4/2, 266, 94, 32, 10, 1, 2
2018/4/3, 49, 25, 26, 14, 1, 3
2018/4/4, 67, 127, 33, 12, , 4
2018/4/5, 125, 76, 34, 6, 2, 1
2018/4/6, 54, 38, 35, 12, 3, 3
